,eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nwound,nwoundus,location
153020,201509130001,2015,9,13,153,Pakistan,6,South Asia,Multan,30.174344,71.508834,1,3,Bombing/Explosion,19,Transportation,153.0,Pakistan,6,Explosives,An auto-rickshaw containing seven to eight kilograms of remote-controlled explosives and ball bearings was used in the attack.,11.0,0.0,59.0,0.0,
153039,201509130040,2015,9,13,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,0,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,40.0,0.0,,0.0,
153051,201509130062,2015,9,13,1004,South Sudan,11,Sub-Saharan Africa,Unknown,8.923803999999999,29.791779,1,2,Armed Assault,4,Military,1004.0,South Sudan,5,Firearms,,14.0,0.0,20.0,0.0,
153079,201509140039,2015,9,14,200,Syria,10,Middle East & North Africa,Hasakah,36.503593,40.740627,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,200.0,Syria,6,Explosives,,14.0,0.0,35.0,0.0,
153101,201509140069,2015,9,14,200,Syria,10,Middle East & North Africa,Hasakah,36.503593,40.740627,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,,14.0,0.0,35.0,0.0,
153166,201509160023,2015,9,16,4,Afghanistan,6,South Asia,Kolagu,33.453551000000004,68.887283,1,3,Bombing/Explosion,4,Military,4.0,Afghanistan,6,Explosives,Mortars were used in the attack.,74.0,0.0,,0.0,
153169,201509160032,2015,9,16,147,Nigeria,11,Sub-Saharan Africa,Kadunug,9.487417,9.140175,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,18.0,0.0,,0.0,
153190,201509170002,2015,9,17,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,An explosives-laden vest was used in the attack.,11.0,0.0,30.0,0.0,
153195,201509170009,2015,9,16,95,Iraq,10,Middle East & North Africa,Bashiqah,36.447495,43.351059,1,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,26.0,0.0,30.0,0.0,
153219,201509170071,2015,9,15,4,Afghanistan,6,South Asia,Kajaki district,32.284569,65.064875,0,9,Unknown,4,Military,4.0,Afghanistan,13,Unknown,,20.0,0.0,35.0,0.0,
153225,201509180002,2015,9,18,153,Pakistan,6,South Asia,Badaber,33.957536,71.573933,1,3,Bombing/Explosion,4,Military,153.0,Pakistan,6,Explosives,"Explosives-laden jackets, grenades, rocket launchers, and AK-47 assault rifles were used in the attack.",42.0,0.0,22.0,0.0,
153241,201509180021,2015,9,18,95,Iraq,10,Middle East & North Africa,Khalidiyah,33.388054,43.5317,0,9,Unknown,14,Private Citizens & Property,95.0,Iraq,13,Unknown,,40.0,0.0,,0.0,
153258,201509180051,2015,9,18,200,Syria,10,Middle East & North Africa,Fuah,35.982760999999996,36.704646999999994,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,"Nine explosives-laden vehicles, including seven driven by suicide bombers, and approximately 400 rockets were used in this and another related attack.",57.0,0.0,,0.0,
153259,201509180052,2015,9,18,200,Syria,10,Middle East & North Africa,Kafrayah,35.990086,36.677223,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,"Nine explosives-laden vehicles, including seven driven by suicide bombers, and approximately 400 rockets were used in this and another related attack.",56.0,0.0,,0.0,
153266,201509180067,2015,9,18,44,China,4,East Asia,Terek,42.000923,81.53282800000001,1,2,Armed Assault,1,Business,44.0,China,9,Melee,Knives were used in the attack.,50.0,0.0,,0.0,
153328,201509200064,2015,9,20,147,Nigeria,11,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,1,3,Bombing/Explosion,15,Religious Figures/Institutions,147.0,Nigeria,6,Explosives,,19.0,0.0,30.0,0.0,
153329,201509200065,2015,9,20,147,Nigeria,11,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,1,3,Bombing/Explosion,1,Business,147.0,Nigeria,6,Explosives,Two homemade explosive devices were used in the attack.,18.0,0.0,30.0,0.0,
153330,201509200066,2015,9,20,147,Nigeria,11,Sub-Saharan Africa,Monguno,12.672892,13.615985,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,,28.0,0.0,62.0,0.0,
153331,201509200067,2015,9,20,147,Nigeria,11,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,,19.0,0.0,30.0,0.0,
153340,201509200088,2015,9,20,200,Syria,10,Middle East & North Africa,Aleppo,36.201721,37.14352,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,Mortars were used in the attack.,14.0,0.0,25.0,0.0,
153355,201509210003,2015,9,21,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,1,3,Bombing/Explosion,2,Government (General),182.0,Somalia,6,Explosives,,12.0,0.0,20.0,0.0,
153364,201509210017,2015,9,21,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,11.0,0.0,39.0,0.0,
153412,201509220043,2015,9,22,37,Cameroon,11,Sub-Saharan Africa,Am Chide,11.236522,14.126195000000001,0,9,Unknown,14,Private Citizens & Property,37.0,Cameroon,13,Unknown,,11.0,0.0,,0.0,
153414,201509220047,2015,9,22,147,Nigeria,11,Sub-Saharan Africa,Alawa,10.326373,6.656488,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,Machine guns were used in the attack.,35.0,0.0,,0.0,
153462,201509240001,2015,9,24,228,Yemen,10,Middle East & North Africa,Sanaa,15.325443,44.211895,1,3,Bombing/Explosion,15,Religious Figures/Institutions,228.0,Yemen,6,Explosives,An explosives-laden belt was used in the attack.,16.0,0.0,46.0,0.0,
153463,201509240002,2015,9,24,228,Yemen,10,Middle East & North Africa,Sanaa,15.325443,44.211895,1,3,Bombing/Explosion,15,Religious Figures/Institutions,228.0,Yemen,6,Explosives,An explosives-laden belt was used in the attack.,16.0,0.0,46.0,0.0,
153474,201509240034,2015,9,24,146,Niger,11,Sub-Saharan Africa,N'Gourtoua,13.317167000000001,12.604215,1,2,Armed Assault,14,Private Citizens & Property,146.0,Niger,5,Firearms,,15.0,0.0,4.0,0.0,
153554,201509270044,2015,9,27,95,Iraq,10,Middle East & North Africa,Harariyat,33.375365,43.891302,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,,15.0,0.0,,0.0,
153580,201509280037,2015,9,28,4,Afghanistan,6,South Asia,Kunduz,36.705776,68.87706,1,2,Armed Assault,14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,Heavy weapons were used in the attack.,240.0,0.0,296.0,0.0,
153592,201509280075,2015,9,28,4,Afghanistan,6,South Asia,Dashti Archi district,36.998709000000005,69.156859,1,2,Armed Assault,14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,,11.0,0.0,24.0,0.0,
153607,201509290033,2015,9,29,4,Afghanistan,6,South Asia,Abdul Khel,34.070499,70.69994399999999,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,Small and heavy weapons were used in the attack.,25.0,0.0,9.0,0.0,
153608,201509290034,2015,9,29,4,Afghanistan,6,South Asia,Shadal,34.038281,70.573577,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,Small and heavy weapons were used in the attack.,26.0,0.0,9.0,0.0,
153609,201509290035,2015,9,29,4,Afghanistan,6,South Asia,Kushtal,34.081961,70.666297,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,Small and heavy weapons were used in the attack.,26.0,0.0,10.0,0.0,
153610,201509290036,2015,9,29,4,Afghanistan,6,South Asia,Achin,34.081961,70.666297,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,Small and heavy weapons were used in the attack.,26.0,0.0,10.0,0.0,
153639,201509300023,2015,9,30,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,,17.0,0.0,,0.0,
153704,201510010074,2015,10,1,4,Afghanistan,6,South Asia,Zewlat,34.472681,68.667803,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,16.0,0.0,4.0,0.0,
153705,201510010075,2015,10,1,4,Afghanistan,6,South Asia,Ismailkhil,34.472681,68.667803,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,15.0,0.0,5.0,0.0,
153709,201510020009,2015,10,3,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,3,Police,95.0,Iraq,6,Explosives,An explosives-laden vest was used in the attack.,12.0,0.0,37.0,0.0,
153718,201510020021,2015,10,1,4,Afghanistan,6,South Asia,Warduj district,36.722865999999996,71.225247,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,20.0,0.0,,0.0,
153751,201510030035,2015,10,3,4,Afghanistan,6,South Asia,Kohistanat district,35.672283,66.043989,1,9,Unknown,14,Private Citizens & Property,4.0,Afghanistan,13,Unknown,,20.0,0.0,,0.0,
153789,201510040019,2015,10,4,95,Iraq,10,Middle East & North Africa,Tharthar,33.683265999999996,43.473259000000006,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,95.0,Iraq,5,Firearms,,70.0,0.0,0.0,0.0,
153810,201510040046,2015,10,4,4,Afghanistan,6,South Asia,Maymana,35.921051,64.77454399999999,0,2,Armed Assault,14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,,23.0,0.0,13.0,0.0,
153819,201510040063,2015,10,4,1004,South Sudan,11,Sub-Saharan Africa,Unknown,8.927721,29.788925,1,3,Bombing/Explosion,4,Military,1004.0,South Sudan,6,Explosives,Rocket-propelled grenades (RPGs) were used in the attack.,52.0,0.0,42.0,0.0,
153825,201510050011,2015,10,5,95,Iraq,10,Middle East & North Africa,Khalis,33.848618,44.522125,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,41.0,0.0,58.0,0.0,
153826,201510050012,2015,10,5,95,Iraq,10,Middle East & North Africa,Husseiniyah,33.548306,44.415733,1,3,Bombing/Explosion,14,Private Citizens & Property,95.0,Iraq,6,Explosives,,14.0,0.0,25.0,0.0,
153868,201510060022,2015,10,6,42,Chad,11,Sub-Saharan Africa,Kaiga Ngouboua,13.885779999999999,13.954070999999999,1,9,Unknown,4,Military,42.0,Chad,13,Unknown,,28.0,0.0,13.0,0.0,
153906,201510070026,2015,10,7,147,Nigeria,11,Sub-Saharan Africa,Goniri,11.485018,12.311891000000001,1,3,Bombing/Explosion,4,Military,147.0,Nigeria,6,Explosives,,108.0,0.0,9.0,0.0,
153963,201510080037,2015,10,8,200,Syria,10,Middle East & North Africa,Haritan,36.278434999999995,37.085297,1,3,Bombing/Explosion,14,Private Citizens & Property,200.0,Syria,6,Explosives,,21.0,0.0,24.0,0.0,
153964,201510080048,2015,10,8,4,Afghanistan,6,South Asia,Alasay district,34.883379999999995,69.71741,1,2,Armed Assault,2,Government (General),4.0,Afghanistan,5,Firearms,,26.0,0.0,15.0,0.0,
153995,201510090012,2015,10,9,95,Iraq,10,Middle East & North Africa,Qaim,34.363503,41.115997,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,95.0,Iraq,5,Firearms,,19.0,0.0,0.0,0.0,
154020,201510090047,2015,10,9,4,Afghanistan,6,South Asia,Dasht-e-Nezan,34.277822,62.614227,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,11.0,0.0,5.0,0.0,
154029,201510100002,2015,10,10,209,Turkey,10,Middle East & North Africa,Ankara,39.930771,32.767540000000004,1,3,Bombing/Explosion,14,Private Citizens & Property,209.0,Turkey,6,Explosives,Two five-kilogram explosive devices were used in the attack.,105.0,0.0,245.0,0.0,
154037,201510100016,2015,10,10,42,Chad,11,Sub-Saharan Africa,Baga Sola,13.533582999999998,14.317182999999998,1,3,Bombing/Explosion,14,Private Citizens & Property,42.0,Chad,6,Explosives,,17.0,0.0,42.0,0.0,
154038,201510100017,2015,10,10,42,Chad,11,Sub-Saharan Africa,Baga Sola,13.533676999999999,14.317092,1,3,Bombing/Explosion,14,Private Citizens & Property,42.0,Chad,6,Explosives,,21.0,0.0,10.0,0.0,
154077,201510110018,2015,10,11,37,Cameroon,11,Sub-Saharan Africa,Kangaleri,11.050002000000001,14.149982000000001,1,3,Bombing/Explosion,1,Business,37.0,Cameroon,6,Explosives,,11.0,0.0,29.0,0.0,
154121,201510120034,2015,10,12,4,Afghanistan,6,South Asia,Ghazni,33.542621999999994,68.415329,1,3,Bombing/Explosion,4,Military,4.0,Afghanistan,6,Explosives,An explosives-laden truck was used in the attack.,100.0,0.0,51.0,0.0,
154148,201510120081,2015,10,12,4,Afghanistan,6,South Asia,Ghorak district,32.031265999999995,65.135087,0,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,25.0,0.0,,0.0,
154161,201510130014,2015,10,13,95,Iraq,10,Middle East & North Africa,Mosul,36.354145,43.143570000000004,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,95.0,Iraq,5,Firearms,,25.0,0.0,0.0,0.0,
154206,201510140011,2015,10,12,4,Afghanistan,6,South Asia,Naw Zad district,32.397381,64.47316,1,6,Hostage Taking (Kidnapping),3,Police,4.0,Afghanistan,13,Unknown,,32.0,0.0,,0.0,
154207,201510140012,2015,10,12,4,Afghanistan,6,South Asia,Naw Zad district,32.400023,64.431892,1,6,Hostage Taking (Kidnapping),3,Police,4.0,Afghanistan,13,Unknown,,32.0,0.0,,0.0,
154255,201510150031,2015,10,15,95,Iraq,10,Middle East & North Africa,Ramadi district,33.419821999999996,43.298471,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Roadside bombs were used in the attack.,12.0,0.0,0.0,0.0,
154296,201510160026,2015,10,16,147,Nigeria,11,Sub-Saharan Africa,Umarri,11.899922,13.466941,1,3,Bombing/Explosion,20,Unknown,147.0,Nigeria,6,Explosives,,22.0,0.0,14.0,0.0,
154300,201510160051,2015,10,16,228,Yemen,10,Middle East & North Africa,Hudaydah,14.781294,42.972851,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,228.0,Yemen,6,Explosives,"An explosives-laden vehicle, several rocket-propelled grenades (RPGs), and machine guns were used in the attack.",12.0,0.0,,0.0,
154337,201510170044,2015,10,17,147,Nigeria,11,Sub-Saharan Africa,Dar,9.32505,12.438058,1,3,Bombing/Explosion,14,Private Citizens & Property,147.0,Nigeria,6,Explosives,,14.0,0.0,,0.0,
154342,201510170050,2015,10,17,4,Afghanistan,6,South Asia,Ghormach district,35.649546,63.91133000000001,1,9,Unknown,14,Private Citizens & Property,4.0,Afghanistan,13,Unknown,,22.0,0.0,20.0,0.0,
154389,201510180056,2015,10,18,37,Cameroon,11,Sub-Saharan Africa,Wambache,11.049678,14.150158,1,9,Unknown,4,Military,37.0,Cameroon,13,Unknown,,11.0,0.0,0.0,0.0,
154413,201510190005,2015,10,19,153,Pakistan,6,South Asia,Quetta,30.200819,66.994354,1,3,Bombing/Explosion,19,Transportation,153.0,Pakistan,6,Explosives,A five- to six-kilogram timed explosive device was used in the attack.,12.0,0.0,23.0,0.0,
154424,201510190017,2015,10,18,4,Afghanistan,6,South Asia,Ghormach district,35.649546,63.91133000000001,1,6,Hostage Taking (Kidnapping),3,Police,4.0,Afghanistan,5,Firearms,,13.0,0.0,0.0,0.0,
154441,201510190040,2015,10,19,4,Afghanistan,6,South Asia,Alasay district,34.883379999999995,69.71741,0,2,Armed Assault,14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,,30.0,0.0,24.0,0.0,
154475,201510200033,2015,10,20,4,Afghanistan,6,South Asia,Babaji,31.6672,64.354401,1,2,Armed Assault,3,Police,4.0,Afghanistan,6,Explosives,"Rocket launchers, mortars, and Dushka heavy machine guns were used in the attack.",25.0,0.0,,0.0,
154476,201510200034,2015,10,20,4,Afghanistan,6,South Asia,Ghoryan district,34.341415000000005,61.501926,1,2,Armed Assault,14,Private Citizens & Property,4.0,Afghanistan,5,Firearms,,18.0,0.0,5.0,0.0,
154502,201510210021,2015,10,21,147,Nigeria,11,Sub-Saharan Africa,Jingalta,12.609722,13.295832999999998,1,2,Armed Assault,14,Private Citizens & Property,147.0,Nigeria,5,Firearms,,20.0,0.0,,0.0,
154528,201510220001,2015,10,22,153,Pakistan,6,South Asia,Chalgari,28.95,67.883333,1,3,Bombing/Explosion,15,Religious Figures/Institutions,153.0,Pakistan,6,Explosives,An explosives-laden vest was used in the attack.,13.0,0.0,12.0,0.0,
154551,201510230001,2015,10,23,113,Libya,10,Middle East & North Africa,Benghazi,32.069286,20.151144,1,3,Bombing/Explosion,14,Private Citizens & Property,113.0,Libya,6,Explosives,Mortars and rockets were used in the attack.,12.0,0.0,39.0,0.0,
154552,201510230004,2015,10,23,153,Pakistan,6,South Asia,Jacobabad,28.282935,68.436488,1,3,Bombing/Explosion,14,Private Citizens & Property,153.0,Pakistan,6,Explosives,,28.0,0.0,19.0,0.0,
154571,201510230039,2015,10,23,147,Nigeria,11,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,1,3,Bombing/Explosion,15,Religious Figures/Institutions,147.0,Nigeria,6,Explosives,,11.0,0.0,11.0,0.0,
154572,201510230040,2015,10,23,147,Nigeria,11,Sub-Saharan Africa,Yola,9.203496000000001,12.495389999999999,1,3,Bombing/Explosion,15,Religious Figures/Institutions,147.0,Nigeria,6,Explosives,,28.0,0.0,96.0,0.0,
154614,201510240024,2015,10,24,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,An explosives-laden truck was used in the attack.,12.0,0.0,12.0,0.0,
154645,201510250025,2015,10,25,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,An explosives-laden military truck was used in the attack.,16.0,0.0,27.0,0.0,
154646,201510250026,2015,10,25,95,Iraq,10,Middle East & North Africa,Fallujah,33.349159,43.784199,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,,11.0,0.0,7.0,0.0,
154667,201510260003,2015,10,26,45,Colombia,3,South America,Guican,6.4630339999999995,-72.412035,1,6,Hostage Taking (Kidnapping),2,Government (General),45.0,Colombia,6,Explosives,Homemade grenades and mortars and machine guns were used in the attack.,12.0,0.0,3.0,0.0,
154708,201510270002,2015,10,27,113,Libya,10,Middle East & North Africa,Al-Maya,32.8,12.9,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,113.0,Libya,6,Explosives,An anti-aircraft gun was used in the attack.,19.0,0.0,0.0,0.0,
154738,201510270037,2015,10,27,95,Iraq,10,Middle East & North Africa,Ramadi,33.420947999999996,43.295662,0,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,17.0,0.0,,0.0,
154760,201510280022,2015,10,28,95,Iraq,10,Middle East & North Africa,Huwaysh,34.194717,43.800671,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Four explosives-laden vehicles were used in the attack.,12.0,0.0,,0.0,
154766,201510280028,2015,10,28,4,Afghanistan,6,South Asia,Waza Khwa district,32.109147,68.38130600000001,0,2,Armed Assault,2,Government (General),4.0,Afghanistan,5,Firearms,,15.0,0.0,24.0,0.0,
154767,201510280029,2015,10,28,146,Niger,11,Sub-Saharan Africa,Ala,15.411662,12.765903999999999,1,2,Armed Assault,14,Private Citizens & Property,146.0,Niger,5,Firearms,,14.0,0.0,3.0,0.0,
154786,201510280095,2015,10,28,65,Ethiopia,11,Sub-Saharan Africa,Tepi,7.201288000000001,35.420773,1,2,Armed Assault,4,Military,65.0,Ethiopia,5,Firearms,,22.0,0.0,0.0,0.0,
154825,201510290049,2015,10,29,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,1,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Katyusha rockets were used in the attack.,23.0,0.0,24.0,0.0,
154859,201510300015,2015,10,30,95,Iraq,10,Middle East & North Africa,Karma,33.403057000000004,43.911865,0,3,Bombing/Explosion,4,Military,95.0,Iraq,6,Explosives,Three explosives-laden belts were used in the attack.,14.0,0.0,,0.0,
154889,201510310001,2015,10,31,60,Egypt,10,Middle East & North Africa,Unknown,30.169853999999997,34.173178,1,3,Bombing/Explosion,6,Airports & Aircraft,167.0,Russia,6,Explosives,An explosives-laden soda can was used in the attack.,224.0,0.0,0.0,0.0,
154893,201510310005,2015,10,31,4,Afghanistan,6,South Asia,Bargi Matal district,35.725265,71.288397,1,2,Armed Assault,4,Military,4.0,Afghanistan,5,Firearms,,33.0,0.0,12.0,0.0,
154911,201510310028,2015,10,31,95,Iraq,10,Middle East & North Africa,Baghdad,33.303566,44.371773,0,9,Unknown,1,Business,95.0,Iraq,13,Unknown,,22.0,0.0,,0.0,
154948,201511010010,2015,11,1,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,1,3,Bombing/Explosion,1,Business,182.0,Somalia,6,Explosives,"Two explosives-laden vehicles, a remote-detonated explosive device, grenades, and AK-47s were used in the attack.",21.0,0.0,24.0,0.0,
154966,201511010041,2015,11,1,4,Afghanistan,6,South Asia,Nahri Saraj district,31.761470000000003,64.62142800000001,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,30.0,0.0,1.0,0.0,
154976,201511010066,2015,11,1,228,Yemen,10,Middle East & North Africa,Unknown,13.413117000000002,43.637531,1,9,Unknown,17,Terrorists/Non-State Militia,228.0,Yemen,13,Unknown,,12.0,0.0,,0.0,
154991,201511020013,2015,11,2,182,Somalia,11,Sub-Saharan Africa,Wanlaweyne,2.619745,44.893681,1,2,Armed Assault,4,Military,182.0,Somalia,5,Firearms,,15.0,0.0,,0.0,
155010,201511020067,2015,11,2,4,Afghanistan,6,South Asia,Dand Patan district,33.791877,69.911399,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,16.0,0.0,15.0,0.0,
155011,201511020068,2015,11,2,4,Afghanistan,6,South Asia,Dand Patan district,33.791877,69.911399,1,2,Armed Assault,3,Police,4.0,Afghanistan,5,Firearms,,16.0,0.0,15.0,0.0,
155166,201511070016,2015,11,7,95,Iraq,10,Middle East & North Africa,Mukashafah,34.365089000000005,43.74522,0,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,14.0,0.0,,0.0,
155168,201511070019,2015,11,7,95,Iraq,10,Middle East & North Africa,Bishari,36.229574,42.236244,0,9,Unknown,4,Military,95.0,Iraq,13,Unknown,,15.0,0.0,,0.0,
